A1,A2,A3,A4,PrestateA1,PrestateA2,PrestateA3,PrestateA4,BacknodeA1,BacknodeA2,BacknodeA3,BacknodeA4,Light
17,34,19,2,1,1,0,1,1,0,0,0,A2
3,28,8,1,1,1,0,1,1,0,0,1,A2
56,338,190,7,1,1,0,1,1,0,1,0,A2
9,147,21,2,1,1,0,1,1,0,1,1,A2
33,67,75,4,1,1,0,1,1,1,0,0,A3
6,94,13,1,1,1,0,1,1,1,0,1,A3
15,118,99,4,1,1,0,1,1,1,1,0,A2
17,136,114,4,1,1,0,1,1,1,1,1,A2
20,123,69,3,1,1,1,0,0,0,0,0,A2
32,257,72,8,1,1,1,0,0,0,0,1,A2
2,14,3,0,1,1,1,0,0,0,1,0,A2
31,61,34,4,1,1,1,0,0,0,1,1,A2
62,249,210,8,1,1,1,0,0,1,0,0,A2
74,445,167,9,1,1,1,0,0,1,0,1,A2
54,433,183,7,1,1,1,0,0,1,1,0,A2
13,104,15,2,1,1,1,0,0,1,1,1,A2
19,76,21,2,1,1,1,0,1,0,0,0,A2
1,14,8,0,1,1,1,0,1,0,0,1,A2
29,116,65,7,1,1,1,0,1,0,1,0,A2
49,394,111,6,1,1,1,0,1,0,1,1,A2
73,146,82,9,1,1,1,0,1,1,0,0,A2
40,638,90,10,1,1,1,0,1,1,0,1,A2
54,431,121,7,1,1,1,0,1,1,1,0,A2
33,397,149,8,1,1,1,0,1,1,1,1,A2
9,75,31,1,1,1,1,1,0,0,0,0,A2
31,495,139,8,1,1,1,1,0,0,0,1,A2
31,492,208,8,1,1,1,1,0,0,1,0,A2
27,323,61,7,1,1,1,1,0,0,1,1,A2
46,371,156,6,1,1,1,1,0,1,0,0,A2
13,52,44,2,1,1,1,1,0,1,0,1,A2
39,156,88,10,1,1,1,1,0,1,1,0,A2
34,135,76,8,1,1,1,1,0,1,1,1,A2
32,388,73,8,1,1,1,1,1,0,0,0,A2
0,2,1,0,1,1,1,1,1,0,0,1,A2
30,181,68,4,1,1,1,1,1,0,1,0,A2
42,169,95,5,1,1,1,1,1,0,1,1,A2
23,187,158,6,1,1,1,1,1,1,0,0,A2
18,145,82,5,1,1,1,1,1,1,0,1,A2
22,177,74,3,1,1,1,1,1,1,1,0,A2
26,208,58,3,1,1,1,1,1,1,1,1,A2
24,3,21,170,0,0,0,0,0,0,0,0,A4
23,1,3,14,0,0,0,0,0,0,0,1,A4
92,5,41,244,0,0,0,0,0,0,1,0,A4
55,6,25,98,0,0,0,0,0,0,1,1,A4
17,1,7,45,0,0,0,0,0,1,0,0,A4
28,1,4,33,0,0,0,0,0,1,0,1,A4
191,7,57,226,0,0,0,0,0,1,1,0,A4
177,10,79,472,0,0,0,0,0,1,1,1,A4
39,4,35,279,0,0,0,0,1,0,0,0,A4
139,8,62,493,0,0,0,0,1,0,0,1,A4
131,5,39,78,0,0,0,0,1,0,1,0,A4
51,2,15,61,0,0,0,0,1,0,1,1,A4
24,1,10,21,0,0,0,0,1,1,0,0,A4
185,7,55,219,0,0,0,0,1,1,0,1,A4
237,9,70,421,0,0,0,0,1,1,1,0,A4
203,8,60,120,0,0,0,0,1,1,1,1,A4
115,6,51,409,0,0,0,1,0,0,0,0,A4
9,1,4,8,0,0,0,1,0,0,0,1,A1
259,10,77,613,0,0,0,1,0,0,1,0,A4
66,2,20,39,0,0,0,1,0,0,1,1,A1
31,2,14,56,0,0,0,1,0,1,0,0,A4
144,5,21,340,0,0,0,1,0,1,0,1,A1
35,4,32,189,0,0,0,1,0,1,1,0,A4
39,4,17,210,0,0,0,1,0,1,1,1,A1
15,2,13,107,0,0,0,1,1,0,0,0,A4
65,7,58,231,0,0,0,1,1,0,0,1,A4
82,9,36,582,0,0,0,1,1,0,1,0,A4
50,3,22,134,0,0,0,1,1,0,1,1,A4
26,3,11,45,0,0,0,1,1,1,0,0,A4
162,6,48,192,0,0,0,1,1,1,0,1,A4
66,2,20,117,0,0,0,1,1,1,1,0,A4
76,8,34,135,0,0,0,1,1,1,1,1,A4
140,8,62,373,0,0,1,0,0,0,0,0,A4
60,7,53,423,0,0,1,0,0,0,0,1,A4
71,4,16,251,0,0,1,0,0,0,1,0,A4
105,6,23,186,0,0,1,0,0,0,1,1,A4
44,2,19,155,0,0,1,0,0,1,0,0,A4
47,3,21,169,0,0,1,0,0,1,0,1,A4
61,7,27,215,0,0,1,0,0,1,1,0,A4
25,3,22,133,0,0,1,0,0,1,1,1,A4
246,9,36,583,0,0,1,0,1,0,0,0,A4
34,4,15,183,0,0,1,0,1,0,0,1,A4
18,2,16,65,0,0,1,0,1,0,1,0,A4
26,3,12,94,0,0,1,0,1,0,1,1,A4
111,4,16,66,0,0,1,0,1,1,0,0,A4
59,7,53,210,0,0,1,0,1,1,0,1,A4
59,7,52,210,0,0,1,0,1,1,1,0,A4
176,10,78,156,0,0,1,0,1,1,1,1,A4
243,9,36,288,0,0,1,1,0,0,0,0,A4
15,1,2,27,0,0,1,1,0,0,0,1,A1
212,8,31,126,0,0,1,1,0,0,1,0,A4
45,5,40,80,0,0,1,1,0,0,1,1,A1
38,2,17,34,0,0,1,1,0,1,0,0,A4
44,2,10,158,0,0,1,1,0,1,0,1,A1
68,8,60,241,0,0,1,1,0,1,1,0,A4
21,2,19,111,0,0,1,1,0,1,1,1,A1
56,3,25,199,0,0,1,1,1,0,0,0,A4
15,2,13,26,0,0,1,1,1,0,0,1,A4
188,7,56,223,0,0,1,1,1,0,1,0,A4
151,6,45,90,0,0,1,1,1,0,1,1,A4
76,8,68,135,0,0,1,1,1,1,0,0,A4
17,1,5,20,0,0,1,1,1,1,0,1,A4
212,8,63,377,0,0,1,1,1,1,1,0,A4
139,5,21,329,0,0,1,1,1,1,1,1,A4
180,10,80,319,0,1,0,0,0,0,0,0,A4
67,2,20,159,0,1,0,0,0,0,0,1,A4
82,3,12,195,0,1,0,0,0,0,1,0,A4
41,5,37,73,0,1,0,0,0,0,1,1,A4
28,3,13,50,0,1,0,0,0,1,0,0,A4
194,7,57,229,0,1,0,0,0,1,0,1,A4
30,2,14,54,0,1,0,0,0,1,1,0,A4
147,5,22,349,0,1,0,0,0,1,1,1,A4
53,6,23,94,0,1,0,0,1,0,0,0,A4
5,0,1,17,0,1,0,0,1,0,0,1,A4
52,6,23,184,0,1,0,0,1,0,1,0,A4
36,4,16,255,0,1,0,0,1,0,1,1,A4
11,1,5,56,0,1,0,0,1,1,0,0,A4
50,2,15,59,0,1,0,0,1,1,0,1,A4
187,7,55,443,0,1,0,0,1,1,1,0,A4
232,9,34,275,0,1,0,0,1,1,1,1,A4
177,7,52,210,0,1,0,1,0,0,0,0,A4
67,2,20,118,0,1,0,1,0,0,0,1,A1
124,7,28,220,0,1,0,1,0,0,1,0,A4
247,9,37,293,0,1,0,1,0,0,1,1,A1
110,4,16,131,0,1,0,1,0,1,0,0,A4
170,9,76,151,0,1,0,1,0,1,0,1,A1
101,4,15,120,0,1,0,1,0,1,1,0,A4
222,8,66,263,0,1,0,1,0,1,1,1,A1
64,7,28,456,0,1,0,1,1,0,0,0,A4
155,9,69,138,0,1,0,1,1,0,0,1,A4
73,8,33,391,0,1,0,1,1,0,1,0,A4
103,4,31,183,0,1,0,1,1,0,1,1,A4
44,5,20,157,0,1,0,1,1,1,0,0,A4
126,5,19,299,0,1,0,1,1,1,0,1,A4
41,5,36,217,0,1,0,1,1,1,1,0,A4
204,8,30,484,0,1,0,1,1,1,1,1,A4
34,2,15,30,0,1,1,0,0,0,0,0,A4
257,10,76,152,0,1,1,0,0,0,0,1,A4
20,1,4,72,0,1,1,0,0,0,1,0,A4
72,4,16,128,0,1,1,0,0,0,1,1,A4
60,7,53,320,0,1,1,0,0,1,0,0,A4
110,4,33,196,0,1,1,0,0,1,0,1,A4
76,3,11,136,0,1,1,0,0,1,1,0,A4
81,5,18,72,0,1,1,0,0,1,1,1,A4
31,3,28,110,0,1,1,0,1,0,0,0,A4
171,6,25,202,0,1,1,0,1,0,0,1,A4
126,5,37,224,0,1,1,0,1,0,1,0,A4
95,5,21,84,0,1,1,0,1,0,1,1,A4
141,5,42,335,0,1,1,0,1,1,0,0,A4
13,1,3,46,0,1,1,0,1,1,0,1,A4
170,9,38,301,0,1,1,0,1,1,1,0,A4
3,0,1,5,0,1,1,0,1,1,1,1,A4
140,5,21,83,0,1,1,1,0,0,0,0,A4
72,8,32,510,0,1,1,1,0,0,0,1,A1
57,2,8,68,0,1,1,1,0,0,1,0,A4
159,9,35,141,0,1,1,1,0,0,1,1,A1
122,5,36,216,0,1,1,1,0,1,0,0,A4
163,9,36,580,0,1,1,1,0,1,0,1,A1
200,7,59,119,0,1,1,1,0,1,1,0,A4
172,6,51,203,0,1,1,1,0,1,1,1,A1
59,7,26,419,0,1,1,1,1,0,0,0,A4
151,6,22,178,0,1,1,1,1,0,0,1,A4
67,7,60,120,0,1,1,1,1,0,1,0,A4
43,5,39,155,0,1,1,1,1,0,1,1,A4
171,10,76,152,0,1,1,1,1,1,0,0,A4
59,7,53,211,0,1,1,1,1,1,0,1,A4
147,8,33,261,0,1,1,1,1,1,1,0,A4
22,1,10,58,0,1,1,1,1,1,1,1,A4
155,9,34,551,1,0,0,0,0,0,0,0,A4
233,9,34,276,1,0,0,0,0,0,0,1,A4
64,4,29,228,1,0,0,0,0,0,1,0,A4
184,7,55,109,1,0,0,0,0,0,1,1,A4
27,1,6,24,1,0,0,0,0,1,0,0,A4
49,3,11,175,1,0,0,0,0,1,0,1,A4
4,0,3,7,1,0,0,0,0,1,1,0,A4
35,4,16,124,1,0,0,0,0,1,1,1,A4
136,8,30,363,1,0,0,0,1,0,0,0,A4
163,9,36,145,1,0,0,0,1,0,0,1,A4
154,9,34,274,1,0,0,0,1,0,1,0,A4
206,8,61,122,1,0,0,0,1,0,1,1,A4
18,1,4,49,1,0,0,0,1,1,0,0,A4
88,10,39,627,1,0,0,0,1,1,0,1,A4
91,5,20,162,1,0,0,0,1,1,1,0,A4
111,4,16,132,1,0,0,0,1,1,1,1,A4
234,9,69,554,1,0,0,1,0,0,0,0,A4
178,10,79,476,1,0,0,1,0,0,0,1,A4
76,8,34,271,1,0,0,1,0,0,1,0,A4
50,6,22,268,1,0,0,1,0,0,1,1,A4
48,2,14,113,1,0,0,1,0,1,0,0,A4
170,9,38,455,1,0,0,1,0,1,0,1,A4
18,1,3,43,1,0,0,1,0,1,1,0,A4
20,2,9,144,1,0,0,1,0,1,1,1,A4
51,2,15,60,1,0,0,1,1,0,0,0,A4
20,2,9,139,1,0,0,1,1,0,0,1,A4
62,7,55,110,1,0,0,1,1,0,1,0,A4
64,4,14,169,1,0,0,1,1,0,1,1,A4
14,1,6,24,1,0,0,1,1,1,0,0,A4
113,6,25,200,1,0,0,1,1,1,0,1,A4
50,2,15,89,1,0,0,1,1,1,1,0,A4
88,10,79,157,1,0,0,1,1,1,1,1,A4
101,6,22,90,1,0,1,0,0,0,0,0,A4
54,6,24,286,1,0,1,0,0,0,0,1,A4
152,8,34,135,1,0,1,0,0,0,1,0,A4
93,5,21,83,1,0,1,0,0,0,1,1,A4
112,4,33,67,1,0,1,0,0,1,0,0,A4
162,6,24,96,1,0,1,0,0,1,0,1,A4
118,4,18,281,1,0,1,0,0,1,1,0,A4
228,8,68,540,1,0,1,0,0,1,1,1,A4
78,3,23,186,1,0,1,0,1,0,0,0,A4
77,4,34,136,1,0,1,0,1,0,0,1,A4
89,10,79,318,1,0,1,0,1,0,1,0,A4
226,8,67,535,1,0,1,0,1,0,1,1,A4
12,0,4,7,1,0,1,0,1,1,0,0,A4
41,2,6,48,1,0,1,0,1,1,0,1,A4
34,2,15,60,1,0,1,0,1,1,1,0,A4
10,1,5,18,1,0,1,0,1,1,1,1,A4
54,6,24,97,1,0,1,1,0,0,0,0,A4
16,2,7,55,1,0,1,1,0,0,0,1,A4
1,0,1,1,1,0,1,1,0,0,1,0,A4
174,10,39,310,1,0,1,1,0,0,1,1,A4
74,8,66,529,1,0,1,1,0,1,0,0,A4
37,2,17,66,1,0,1,1,0,1,0,1,A4
46,3,10,41,1,0,1,1,0,1,1,0,A4
176,10,78,625,1,0,1,1,0,1,1,1,A4
2,0,1,13,1,0,1,1,1,0,0,0,A4
225,8,67,134,1,0,1,1,1,0,0,1,A4
78,4,35,208,1,0,1,1,1,0,1,0,A4
50,6,45,269,1,0,1,1,1,0,1,1,A4
96,4,14,114,1,0,1,1,1,1,0,0,A4
67,7,30,238,1,0,1,1,1,1,0,1,A4
69,8,31,246,1,0,1,1,1,1,1,0,A4
34,2,15,30,1,0,1,1,1,1,1,1,A4
74,8,33,523,1,1,0,0,0,0,0,0,A4
2,0,1,3,1,1,0,0,0,0,0,1,A4
153,9,68,136,1,1,0,0,0,0,1,0,A4
143,8,32,127,1,1,0,0,0,0,1,1,A4
15,2,13,107,1,1,0,0,0,1,0,0,A4
0,0,0,0,1,1,0,0,0,1,0,1,A4
95,5,42,339,1,1,0,0,0,1,1,0,A4
20,2,9,35,1,1,0,0,0,1,1,1,A4
255,9,76,302,1,1,0,0,1,0,0,0,A4
168,9,75,447,1,1,0,0,1,0,0,1,A4
8,0,3,20,1,1,0,0,1,0,1,0,A4
51,3,22,135,1,1,0,0,1,0,1,1,A4
63,2,9,148,1,1,0,0,1,1,0,0,A4
6,1,5,33,1,1,0,0,1,1,0,1,A4
171,10,76,152,1,1,0,0,1,1,1,0,A4
54,3,24,144,1,1,0,0,1,1,1,1,A4
34,4,15,243,1,1,0,1,0,0,0,0,A4
173,6,51,205,1,1,0,1,0,0,0,1,A4
52,2,15,92,1,1,0,1,0,0,1,0,A4
2,0,2,4,1,1,0,1,0,0,1,1,A4
176,10,39,156,1,1,0,1,0,1,0,0,A4
25,3,11,44,1,1,0,1,0,1,0,1,A4
47,5,42,84,1,1,0,1,0,1,1,0,A4
241,9,71,285,1,1,0,1,0,1,1,1,A4
98,5,44,175,1,1,0,1,1,0,0,0,A4
6,1,5,43,1,1,0,1,1,0,0,1,A4
56,6,25,99,1,1,0,1,1,0,1,0,A4
65,7,29,461,1,1,0,1,1,0,1,1,A4
138,8,31,367,1,1,0,1,1,1,0,0,A4
34,4,30,61,1,1,0,1,1,1,0,1,A4
121,7,54,215,1,1,0,1,1,1,1,0,A4
63,4,28,169,1,1,0,1,1,1,1,1,A4
2,0,1,5,1,1,1,0,0,0,0,0,A4
68,8,30,362,1,1,1,0,0,0,0,1,A4
111,6,25,295,1,1,1,0,0,0,1,0,A4
81,9,72,287,1,1,1,0,0,0,1,1,A4
72,8,32,514,1,1,1,0,0,1,0,0,A4
79,9,71,565,1,1,1,0,0,1,0,1,A4
206,8,61,244,1,1,1,0,0,1,1,0,A4
27,3,24,97,1,1,1,0,0,1,1,1,A4
63,7,56,112,1,1,1,0,1,0,0,0,A4
42,2,12,50,1,1,1,0,1,0,0,1,A4
253,9,75,450,1,1,1,0,1,0,1,0,A4
25,3,22,132,1,1,1,0,1,0,1,1,A4
18,2,8,33,1,1,1,0,1,1,0,0,A4
83,9,37,147,1,1,1,0,1,1,0,1,A4
13,1,11,45,1,1,1,0,1,1,1,0,A4
88,10,39,469,1,1,1,0,1,1,1,1,A4
99,4,29,176,1,1,1,1,0,0,0,0,A4
94,5,42,84,1,1,1,1,0,0,0,1,A4
14,1,4,33,1,1,1,1,0,0,1,0,A4
197,7,29,466,1,1,1,1,0,0,1,1,A4
65,2,19,116,1,1,1,1,0,1,0,0,A4
15,2,6,52,1,1,1,1,0,1,0,1,A4
146,8,65,388,1,1,1,1,0,1,1,0,A4
124,5,18,221,1,1,1,1,0,1,1,1,A4
52,6,23,184,1,1,1,1,1,0,0,0,A4
71,8,63,380,1,1,1,1,1,0,0,1,A4
8,1,3,40,1,1,1,1,1,0,1,0,A4
103,4,15,184,1,1,1,1,1,0,1,1,A4
33,4,15,177,1,1,1,1,1,1,0,0,A4
80,9,71,143,1,1,1,1,1,1,0,1,A4
78,9,70,278,1,1,1,1,1,1,1,0,A4
81,9,36,576,1,1,1,1,1,1,1,1,A4
23,1,42,7,0,0,0,0,0,0,0,0,A3
84,3,100,12,0,0,0,0,0,0,0,1,A3
48,2,28,14,0,0,0,0,0,0,1,0,A3
184,7,326,27,0,0,0,0,0,0,1,1,A3
135,7,360,60,0,0,0,0,0,1,0,0,A3
162,9,287,36,0,0,0,0,0,1,0,1,A3
265,10,628,39,0,0,0,0,0,1,1,0,A3
176,7,417,52,0,0,0,0,0,1,1,1,A3
83,3,148,12,0,0,0,0,1,0,0,0,A3
229,8,136,68,0,0,0,0,1,0,0,1,A3
79,9,140,70,0,0,0,0,1,0,1,0,A3
20,1,36,4,0,0,0,0,1,0,1,1,A3
87,5,308,19,0,0,0,0,1,1,0,0,A3
17,2,30,15,0,0,0,0,1,1,0,1,A3
74,4,263,33,0,0,0,0,1,1,1,0,A3
23,3,41,20,0,0,0,0,1,1,1,1,A3
34,1,81,5,0,0,0,1,0,0,0,0,A3
24,1,84,5,0,0,0,1,0,0,0,1,A3
110,6,98,24,0,0,0,1,0,0,1,0,A3
10,0,18,2,0,0,0,1,0,0,1,1,A3
17,2,30,7,0,0,0,1,0,1,0,0,A3
5,1,8,2,0,0,0,1,0,1,0,1,A3
29,3,104,13,0,0,0,1,0,1,1,0,A3
210,8,125,62,0,0,0,1,0,1,1,1,A3
76,8,135,68,0,0,0,1,1,0,0,0,A3
263,10,311,39,0,0,0,1,1,0,0,1,A3
66,7,353,59,0,0,0,1,1,0,1,0,A3
82,3,97,12,0,0,0,1,1,0,1,1,A3
167,9,298,74,0,0,0,1,1,1,0,0,A3
86,5,305,19,0,0,0,1,1,1,0,1,A3
34,4,61,15,0,0,0,1,1,1,1,0,A3
66,7,234,59,0,0,0,1,1,1,1,1,A3
162,9,144,72,0,0,1,0,0,0,0,0,A3
205,8,486,30,0,0,1,0,0,0,0,1,A3
73,4,65,33,0,0,1,0,0,0,1,0,A1
22,2,158,10,0,0,1,0,0,0,1,1,A1
31,3,55,28,0,0,1,0,0,1,0,0,A3
71,3,84,21,0,0,1,0,0,1,0,1,A3
26,3,47,23,0,0,1,0,0,1,1,0,A1
44,5,79,20,0,0,1,0,0,1,1,1,A1
260,10,462,38,0,0,1,0,1,0,0,0,A3
34,4,241,30,0,0,1,0,1,0,0,1,A3
86,10,457,76,0,0,1,0,1,0,1,0,A3
89,10,474,40,0,0,1,0,1,0,1,1,A3
147,5,262,44,0,0,1,0,1,1,0,0,A3
14,2,100,12,0,0,1,0,1,1,0,1,A3
21,2,73,18,0,0,1,0,1,1,1,0,A3
194,7,115,58,0,0,1,0,1,1,1,1,A3
41,5,73,18,0,0,1,1,0,0,0,0,A3
255,9,151,38,0,0,1,1,0,0,0,1,A3
33,4,175,29,0,0,1,1,0,0,1,0,A1
162,9,144,36,0,0,1,1,0,0,1,1,A1
90,3,107,27,0,0,1,1,0,1,0,0,A3
89,10,158,79,0,0,1,1,0,1,0,1,A3
201,7,357,30,0,0,1,1,0,1,1,0,A1
146,8,389,65,0,0,1,1,0,1,1,1,A1
90,3,160,27,0,0,1,1,1,0,0,0,A3
70,3,42,21,0,0,1,1,1,0,0,1,A3
195,7,116,29,0,0,1,1,1,0,1,0,A3
172,10,459,38,0,0,1,1,1,0,1,1,A3
29,3,204,25,0,0,1,1,1,1,0,0,A3
21,2,109,9,0,0,1,1,1,1,0,1,A3
16,2,29,7,0,0,1,1,1,1,1,0,A3
6,0,22,1,0,0,1,1,1,1,1,1,A3
32,2,86,7,0,1,0,0,0,0,0,0,A3
7,0,8,2,0,1,0,0,0,0,0,1,A3
218,8,387,65,0,1,0,0,0,0,1,0,A3
171,10,305,76,0,1,0,0,0,0,1,1,A3
26,3,186,12,0,1,0,0,0,1,0,0,A3
117,4,207,17,0,1,0,0,0,1,0,1,A3
71,4,189,31,0,1,0,0,0,1,1,0,A3
0,0,0,0,0,1,0,0,0,1,1,1,A3
70,3,42,10,0,1,0,0,1,0,0,0,A3
103,6,182,46,0,1,0,0,1,0,0,1,A3
201,7,477,60,0,1,0,0,1,0,1,0,A3
104,4,186,31,0,1,0,0,1,0,1,1,A3
20,1,12,6,0,1,0,0,1,1,0,0,A3
39,2,138,9,0,1,0,0,1,1,0,1,A3
129,5,153,19,0,1,0,0,1,1,1,0,A3
93,3,110,28,0,1,0,0,1,1,1,1,A3
142,5,336,21,0,1,0,1,0,0,0,0,A3
52,2,92,15,0,1,0,1,0,0,0,1,A3
97,5,345,22,0,1,0,1,0,0,1,0,A3
6,0,11,1,0,1,0,1,0,0,1,1,A3
235,9,417,35,0,1,0,1,0,1,0,0,A3
64,7,229,29,0,1,0,1,0,1,0,1,A3
81,3,48,12,0,1,0,1,0,1,1,0,A3
65,7,116,58,0,1,0,1,0,1,1,1,A3
50,6,267,44,0,1,0,1,1,0,0,0,A3
61,2,72,18,0,1,0,1,1,0,0,1,A3
55,6,99,49,0,1,0,1,1,0,1,0,A3
258,10,305,76,0,1,0,1,1,0,1,1,A3
155,6,368,23,0,1,0,1,1,1,0,0,A3
22,1,39,6,0,1,0,1,1,1,0,1,A3
60,3,107,13,0,1,0,1,1,1,1,0,A3
28,3,98,12,0,1,0,1,1,1,1,1,A3
167,9,297,74,0,1,1,0,0,0,0,0,A3
53,6,375,47,0,1,1,0,0,0,0,1,A3
67,7,358,60,0,1,1,0,0,0,1,0,A1
39,1,70,6,0,1,1,0,0,0,1,1,A1
82,5,218,36,0,1,1,0,0,1,0,0,A3
210,8,499,31,0,1,1,0,0,1,0,1,A3
86,3,51,25,0,1,1,0,0,1,1,0,A1
164,9,292,73,0,1,1,0,0,1,1,1,A1
92,5,82,20,0,1,1,0,1,0,0,0,A3
80,9,425,71,0,1,1,0,1,0,0,1,A3
58,2,34,9,0,1,1,0,1,0,1,0,A3
27,2,73,6,0,1,1,0,1,0,1,1,A3
42,2,149,9,0,1,1,0,1,1,0,0,A3
162,6,192,48,0,1,1,0,1,1,0,1,A3
84,9,447,37,0,1,1,0,1,1,1,0,A3
143,8,254,32,0,1,1,0,1,1,1,1,A3
129,5,229,19,0,1,1,1,0,0,0,0,A3
3,0,3,1,0,1,1,1,0,0,0,1,A3
79,9,141,70,0,1,1,1,0,0,1,0,A1
12,0,7,4,0,1,1,1,0,0,1,1,A1
51,6,183,23,0,1,1,1,0,1,0,0,A3
31,3,165,14,0,1,1,1,0,1,0,1,A3
33,2,89,15,0,1,1,1,0,1,1,0,A1
146,8,130,65,0,1,1,1,0,1,1,1,A1
135,5,241,40,0,1,1,1,1,0,0,0,A3
79,9,280,70,0,1,1,1,1,0,0,1,A3
47,3,83,10,0,1,1,1,1,0,1,0,A3
181,7,214,27,0,1,1,1,1,0,1,1,A3
55,3,49,24,0,1,1,1,1,1,0,0,A3
46,5,246,20,0,1,1,1,1,1,0,1,A3
0,0,0,0,0,1,1,1,1,1,1,0,A3
34,2,91,15,0,1,1,1,1,1,1,1,A3
194,7,461,58,1,0,0,0,0,0,0,0,A3
49,5,349,44,1,0,0,0,0,0,0,1,A3
68,3,162,20,1,0,0,0,0,0,1,0,A3
89,10,315,39,1,0,0,0,0,0,1,1,A3
46,5,82,41,1,0,0,0,0,1,0,0,A3
178,7,423,26,1,0,0,0,0,1,0,1,A3
18,2,33,16,1,0,0,0,0,1,1,0,A3
61,3,218,27,1,0,0,0,0,1,1,1,A3
164,9,438,73,1,0,0,0,1,0,0,0,A3
55,6,98,24,1,0,0,0,1,0,0,1,A3
10,1,51,8,1,0,0,0,1,0,1,0,A3
69,8,494,62,1,0,0,0,1,0,1,1,A3
168,9,149,75,1,0,0,0,1,1,0,0,A3
205,8,486,30,1,0,0,0,1,1,0,1,A3
53,6,284,24,1,0,0,0,1,1,1,0,A3
76,4,135,17,1,0,0,0,1,1,1,1,A3
84,9,447,37,1,0,0,1,0,0,0,0,A3
24,3,173,11,1,0,0,1,0,0,0,1,A3
89,5,158,40,1,0,0,1,0,0,1,0,A3
53,6,377,47,1,0,0,1,0,0,1,1,A3
9,0,24,4,1,0,0,1,0,1,0,0,A3
35,4,63,16,1,0,0,1,0,1,0,1,A3
133,5,157,39,1,0,0,1,0,1,1,0,A3
158,9,561,70,1,0,0,1,0,1,1,1,A3
24,3,85,11,1,0,0,1,1,0,0,0,A3
26,1,45,11,1,0,0,1,1,0,0,1,A3
92,5,164,21,1,0,0,1,1,0,1,0,A3
81,9,579,36,1,0,0,1,1,0,1,1,A3
77,9,548,68,1,0,0,1,1,1,0,0,A3
2,0,9,2,1,0,0,1,1,1,0,1,A3
234,9,556,69,1,0,0,1,1,1,1,0,A3
87,10,620,39,1,0,0,1,1,1,1,1,A3
70,4,247,31,1,0,1,0,0,0,0,0,A3
134,5,79,40,1,0,1,0,0,0,0,1,A3
47,5,334,42,1,0,1,0,0,0,1,0,A3
64,2,76,10,1,0,1,0,0,0,1,1,A3
111,6,99,49,1,0,1,0,0,1,0,0,A3
17,2,119,7,1,0,1,0,0,1,0,1,A3
165,6,195,49,1,0,1,0,0,1,1,0,A3
32,4,170,28,1,0,1,0,0,1,1,1,A3
129,7,115,57,1,0,1,0,1,0,0,0,A3
8,0,15,4,1,0,1,0,1,0,0,1,A3
107,6,95,24,1,0,1,0,1,0,1,0,A3
23,1,21,5,1,0,1,0,1,0,1,1,A3
9,0,22,1,1,0,1,0,1,1,0,0,A3
136,8,242,61,1,0,1,0,1,1,0,1,A3
9,1,16,4,1,0,1,0,1,1,1,0,A3
56,2,66,17,1,0,1,0,1,1,1,1,A3
189,7,449,56,1,0,1,1,0,0,0,0,A3
101,6,90,22,1,0,1,1,0,0,0,1,A3
25,3,45,11,1,0,1,1,0,0,1,0,A3
17,1,44,4,1,0,1,1,0,0,1,1,A3
96,4,113,28,1,0,1,1,0,1,0,0,A3
167,9,149,37,1,0,1,1,0,1,0,1,A3
47,5,167,42,1,0,1,1,0,1,1,0,A3
133,7,354,29,1,0,1,1,0,1,1,1,A3
5,1,8,2,1,0,1,1,1,0,0,0,A3
25,3,175,22,1,0,1,1,1,0,0,1,A3
1,0,3,1,1,0,1,1,1,0,1,0,A3
101,6,179,22,1,0,1,1,1,0,1,1,A3
41,5,219,36,1,0,1,1,1,1,0,0,A3
7,0,6,2,1,0,1,1,1,1,0,1,A3
3,0,6,3,1,0,1,1,1,1,1,0,A3
55,6,196,49,1,0,1,1,1,1,1,1,A3
75,8,535,67,1,1,0,0,0,0,0,0,A3
83,5,220,18,1,1,0,0,0,0,0,1,A3
41,2,73,6,1,1,0,0,0,0,1,0,A3
23,3,83,10,1,1,0,0,0,0,1,1,A3
39,4,209,17,1,1,0,0,0,1,0,0,A3
215,8,255,32,1,1,0,0,0,1,0,1,A3
26,1,46,6,1,1,0,0,0,1,1,0,A3
26,3,92,23,1,1,0,0,0,1,1,1,A3
37,2,99,8,1,1,0,0,1,0,0,0,A3
27,1,95,12,1,1,0,0,1,0,0,1,A3
10,1,17,4,1,1,0,0,1,0,1,0,A3
104,4,184,31,1,1,0,0,1,0,1,1,A3
75,8,265,33,1,1,0,0,1,1,0,0,A3
66,4,233,15,1,1,0,0,1,1,0,1,A3
202,7,239,30,1,1,0,0,1,1,1,0,A3
43,5,306,19,1,1,0,0,1,1,1,1,A3
102,6,182,23,1,1,0,1,0,0,0,0,A3
79,4,279,35,1,1,0,1,0,0,0,1,A3
215,8,382,32,1,1,0,1,0,0,1,0,A3
33,1,39,5,1,1,0,1,0,0,1,1,A3
104,6,370,23,1,1,0,1,0,1,0,0,A3
53,3,143,12,1,1,0,1,0,1,0,1,A3
68,4,120,30,1,1,0,1,0,1,1,0,A3
45,3,161,20,1,1,0,1,0,1,1,1,A3
77,9,137,34,1,1,0,1,1,0,0,0,A3
80,4,284,18,1,1,0,1,1,0,0,1,A3
111,4,198,33,1,1,0,1,1,0,1,0,A3
